,SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE
243164,50,26,97,Michigan,Mackinac County,2016,2,434,226,208
243165,50,26,97,Michigan,Mackinac County,2016,3,528,286,242
243166,50,26,97,Michigan,Mackinac County,2016,4,548,290,258
243167,50,26,97,Michigan,Mackinac County,2016,5,524,288,236
243168,50,26,97,Michigan,Mackinac County,2016,6,457,248,209
243169,50,26,97,Michigan,Mackinac County,2016,7,466,247,219
243170,50,26,97,Michigan,Mackinac County,2016,8,473,238,235
243171,50,26,97,Michigan,Mackinac County,2016,9,571,285,286
243172,50,26,97,Michigan,Mackinac County,2016,10,634,330,304
243173,50,26,97,Michigan,Mackinac County,2016,11,818,430,388
243174,50,26,97,Michigan,Mackinac County,2016,12,948,476,472
243175,50,26,97,Michigan,Mackinac County,2016,13,1035,503,532
243176,50,26,97,Michigan,Mackinac County,2016,14,976,501,475
243177,50,26,97,Michigan,Mackinac County,2016,15,682,348,334
243178,50,26,97,Michigan,Mackinac County,2016,16,555,277,278
243179,50,26,97,Michigan,Mackinac County,2016,17,318,161,157
243180,50,26,97,Michigan,Mackinac County,2016,18,315,106,209
243352,50,26,99,Michigan,Macomb County,2016,0,867503,422101,445402
243353,50,26,99,Michigan,Macomb County,2016,1,47903,24513,23390
243354,50,26,99,Michigan,Macomb County,2016,2,49818,25322,24496
243355,50,26,99,Michigan,Macomb County,2016,3,53848,27698,26150
243356,50,26,99,Michigan,Macomb County,2016,4,53135,27362,25773
243357,50,26,99,Michigan,Macomb County,2016,5,53825,27227,26598
243358,50,26,99,Michigan,Macomb County,2016,6,59590,30063,29527
243359,50,26,99,Michigan,Macomb County,2016,7,52367,26116,26251
243360,50,26,99,Michigan,Macomb County,2016,8,52277,25470,26807
243361,50,26,99,Michigan,Macomb County,2016,9,53866,26409,27457
243362,50,26,99,Michigan,Macomb County,2016,10,61796,30007,31789
243363,50,26,99,Michigan,Macomb County,2016,11,65572,32325,33247
243364,50,26,99,Michigan,Macomb County,2016,12,66193,31947,34246
243365,50,26,99,Michigan,Macomb County,2016,13,56577,27343,29234
243366,50,26,99,Michigan,Macomb County,2016,14,47112,22001,25111
243367,50,26,99,Michigan,Macomb County,2016,15,33185,15016,18169
243368,50,26,99,Michigan,Macomb County,2016,16,23304,9856,13448
243369,50,26,99,Michigan,Macomb County,2016,17,17041,6742,10299
243370,50,26,99,Michigan,Macomb County,2016,18,20094,6684,13410
243542,50,26,101,Michigan,Manistee County,2016,0,24438,12676,11762
243543,50,26,101,Michigan,Manistee County,2016,1,995,494,501
243544,50,26,101,Michigan,Manistee County,2016,2,1106,542,564
243545,50,26,101,Michigan,Manistee County,2016,3,1328,663,665
243546,50,26,101,Michigan,Manistee County,2016,4,1354,699,655
243547,50,26,101,Michigan,Manistee County,2016,5,1342,858,484
243548,50,26,101,Michigan,Manistee County,2016,6,1320,819,501
243549,50,26,101,Michigan,Manistee County,2016,7,1191,682,509
243550,50,26,101,Michigan,Manistee County,2016,8,1176,648,528
243551,50,26,101,Michigan,Manistee County,2016,9,1215,669,546
243552,50,26,101,Michigan,Manistee County,2016,10,1475,809,666
243553,50,26,101,Michigan,Manistee County,2016,11,1684,833,851
243554,50,26,101,Michigan,Manistee County,2016,12,2069,1005,1064
243555,50,26,101,Michigan,Manistee County,2016,13,2220,1088,1132
243556,50,26,101,Michigan,Manistee County,2016,14,2037,1044,993
243557,50,26,101,Michigan,Manistee County,2016,15,1460,722,738
243558,50,26,101,Michigan,Manistee County,2016,16,1019,482,537
243559,50,26,101,Michigan,Manistee County,2016,17,717,345,372
243560,50,26,101,Michigan,Manistee County,2016,18,730,274,456
243732,50,26,103,Michigan,Marquette County,2016,0,66461,33528,32933
243733,50,26,103,Michigan,Marquette County,2016,1,3241,1618,1623
243734,50,26,103,Michigan,Marquette County,2016,2,3439,1762,1677
243735,50,26,103,Michigan,Marquette County,2016,3,3315,1683,1632
243736,50,26,103,Michigan,Marquette County,2016,4,4502,2215,2287
243737,50,26,103,Michigan,Marquette County,2016,5,7599,3850,3749
243738,50,26,103,Michigan,Marquette County,2016,6,3834,2055,1779
243739,50,26,103,Michigan,Marquette County,2016,7,3893,2044,1849
243740,50,26,103,Michigan,Marquette County,2016,8,3848,2011,1837
243741,50,26,103,Michigan,Marquette County,2016,9,3284,1719,1565
243742,50,26,103,Michigan,Marquette County,2016,10,3724,1946,1778
243743,50,26,103,Michigan,Marquette County,2016,11,4089,2052,2037
243744,50,26,103,Michigan,Marquette County,2016,12,4756,2287,2469
243745,50,26,103,Michigan,Marquette County,2016,13,4985,2496,2489
243746,50,26,103,Michigan,Marquette County,2016,14,4236,2206,2030
243747,50,26,103,Michigan,Marquette County,2016,15,2744,1387,1357
243748,50,26,103,Michigan,Marquette County,2016,16,1955,920,1035
243749,50,26,103,Michigan,Marquette County,2016,17,1366,623,743
243750,50,26,103,Michigan,Marquette County,2016,18,1651,654,997
243922,50,26,105,Michigan,Mason County,2016,0,28846,14373,14473
243923,50,26,105,Michigan,Mason County,2016,1,1481,761,720
243924,50,26,105,Michigan,Mason County,2016,2,1676,887,789
243925,50,26,105,Michigan,Mason County,2016,3,1690,879,811
243926,50,26,105,Michigan,Mason County,2016,4,1632,878,754
243927,50,26,105,Michigan,Mason County,2016,5,1567,846,721
243928,50,26,105,Michigan,Mason County,2016,6,1522,772,750
243929,50,26,105,Michigan,Mason County,2016,7,1451,736,715
243930,50,26,105,Michigan,Mason County,2016,8,1493,742,751
243931,50,26,105,Michigan,Mason County,2016,9,1462,724,738
243932,50,26,105,Michigan,Mason County,2016,10,1617,799,818
243933,50,26,105,Michigan,Mason County,2016,11,2066,1012,1054
243934,50,26,105,Michigan,Mason County,2016,12,2251,1113,1138
243935,50,26,105,Michigan,Mason County,2016,13,2508,1204,1304
243936,50,26,105,Michigan,Mason County,2016,14,2194,1118,1076
243937,50,26,105,Michigan,Mason County,2016,15,1514,726,788
243938,50,26,105,Michigan,Mason County,2016,16,1183,555,628
243939,50,26,105,Michigan,Mason County,2016,17,748,356,392
243940,50,26,105,Michigan,Mason County,2016,18,791,265,526
244112,50,26,107,Michigan,Mecosta County,2016,0,43172,21628,21544
244113,50,26,107,Michigan,Mecosta County,2016,1,2071,1125,946
244114,50,26,107,Michigan,Mecosta County,2016,2,2161,1037,1124
244115,50,26,107,Michigan,Mecosta County,2016,3,2332,1161,1171
244116,50,26,107,Michigan,Mecosta County,2016,4,4224,2119,2105
244117,50,26,107,Michigan,Mecosta County,2016,5,5509,3006,2503
244118,50,26,107,Michigan,Mecosta County,2016,6,2691,1433,1258
244119,50,26,107,Michigan,Mecosta County,2016,7,1996,1014,982
244120,50,26,107,Michigan,Mecosta County,2016,8,2069,1050,1019
244121,50,26,107,Michigan,Mecosta County,2016,9,1941,942,999
244122,50,26,107,Michigan,Mecosta County,2016,10,2169,1089,1080
244123,50,26,107,Michigan,Mecosta County,2016,11,2603,1298,1305
244124,50,26,107,Michigan,Mecosta County,2016,12,2973,1457,1516
244125,50,26,107,Michigan,Mecosta County,2016,13,2842,1393,1449
244126,50,26,107,Michigan,Mecosta County,2016,14,2557,1224,1333
244127,50,26,107,Michigan,Mecosta County,2016,15,1932,927,1005
244128,50,26,107,Michigan,Mecosta County,2016,16,1463,695,768
244129,50,26,107,Michigan,Mecosta County,2016,17,843,374,469
244130,50,26,107,Michigan,Mecosta County,2016,18,796,284,512
244302,50,26,109,Michigan,Menominee County,2016,0,23221,11803,11418
244303,50,26,109,Michigan,Menominee County,2016,1,1035,552,483
244304,50,26,109,Michigan,Menominee County,2016,2,1156,608,548
244305,50,26,109,Michigan,Menominee County,2016,3,1279,691,588
244306,50,26,109,Michigan,Menominee County,2016,4,1334,678,656
244307,50,26,109,Michigan,Menominee County,2016,5,1158,609,549
244308,50,26,109,Michigan,Menominee County,2016,6,1058,551,507
244309,50,26,109,Michigan,Menominee County,2016,7,1137,608,529
244310,50,26,109,Michigan,Menominee County,2016,8,1212,634,578
244311,50,26,109,Michigan,Menominee County,2016,9,1162,599,563
244312,50,26,109,Michigan,Menominee County,2016,10,1440,725,715
244313,50,26,109,Michigan,Menominee County,2016,11,1824,936,888
244314,50,26,109,Michigan,Menominee County,2016,12,2077,1055,1022
244315,50,26,109,Michigan,Menominee County,2016,13,2032,1027,1005
244316,50,26,109,Michigan,Menominee County,2016,14,1787,902,885
244317,50,26,109,Michigan,Menominee County,2016,15,1194,583,611
244318,50,26,109,Michigan,Menominee County,2016,16,908,442,466
244319,50,26,109,Michigan,Menominee County,2016,17,647,305,342
244320,50,26,109,Michigan,Menominee County,2016,18,781,298,483
244492,50,26,111,Michigan,Midland County,2016,0,83433,41105,42328
244493,50,26,111,Michigan,Midland County,2016,1,4437,2277,2160
244494,50,26,111,Michigan,Midland County,2016,2,4876,2491,2385
244495,50,26,111,Michigan,Midland County,2016,3,5331,2667,2664
244496,50,26,111,Michigan,Midland County,2016,4,5525,2880,2645
244497,50,26,111,Michigan,Midland County,2016,5,5105,2630,2475
244498,50,26,111,Michigan,Midland County,2016,6,5145,2700,2445
244499,50,26,111,Michigan,Midland County,2016,7,4993,2551,2442
244500,50,26,111,Michigan,Midland County,2016,8,4869,2407,2462
244501,50,26,111,Michigan,Midland County,2016,9,4732,2361,2371
244502,50,26,111,Michigan,Midland County,2016,10,5530,2697,2833
244503,50,26,111,Michigan,Midland County,2016,11,6409,3223,3186
244504,50,26,111,Michigan,Midland County,2016,12,6368,3149,3219
244505,50,26,111,Michigan,Midland County,2016,13,5567,2671,2896
244506,50,26,111,Michigan,Midland County,2016,14,4650,2175,2475
244507,50,26,111,Michigan,Midland County,2016,15,3281,1507,1774
244508,50,26,111,Michigan,Midland County,2016,16,2557,1151,1406
244509,50,26,111,Michigan,Midland County,2016,17,1871,790,1081
244510,50,26,111,Michigan,Midland County,2016,18,2187,778,1409
244682,50,26,113,Michigan,Missaukee County,2016,0,15032,7667,7365
244683,50,26,113,Michigan,Missaukee County,2016,1,971,506,465
244684,50,26,113,Michigan,Missaukee County,2016,2,925,480,445
244685,50,26,113,Michigan,Missaukee County,2016,3,999,512,487
244686,50,26,113,Michigan,Missaukee County,2016,4,912,503,409
244687,50,26,113,Michigan,Missaukee County,2016,5,843,451,392
244688,50,26,113,Michigan,Missaukee County,2016,6,811,411,400
244689,50,26,113,Michigan,Missaukee County,2016,7,821,433,388
244690,50,26,113,Michigan,Missaukee County,2016,8,790,385,405
244691,50,26,113,Michigan,Missaukee County,2016,9,733,363,370
244692,50,26,113,Michigan,Missaukee County,2016,10,902,461,441
244693,50,26,113,Michigan,Missaukee County,2016,11,1110,576,534
244694,50,26,113,Michigan,Missaukee County,2016,12,1150,585,565
244695,50,26,113,Michigan,Missaukee County,2016,13,1099,572,527
244696,50,26,113,Michigan,Missaukee County,2016,14,1023,498,525
244697,50,26,113,Michigan,Missaukee County,2016,15,754,398,356
244698,50,26,113,Michigan,Missaukee County,2016,16,521,246,275
244699,50,26,113,Michigan,Missaukee County,2016,17,368,176,192
244700,50,26,113,Michigan,Missaukee County,2016,18,300,111,189
244872,50,26,115,Michigan,Monroe County,2016,0,149223,73708,75515
244873,50,26,115,Michigan,Monroe County,2016,1,7868,4074,3794
244874,50,26,115,Michigan,Monroe County,2016,2,8648,4396,4252
244875,50,26,115,Michigan,Monroe County,2016,3,9715,4822,4893
244876,50,26,115,Michigan,Monroe County,2016,4,9755,5050,4705
244877,50,26,115,Michigan,Monroe County,2016,5,8793,4503,4290
244878,50,26,115,Michigan,Monroe County,2016,6,8760,4502,4258
244879,50,26,115,Michigan,Monroe County,2016,7,8250,4149,4101
244880,50,26,115,Michigan,Monroe County,2016,8,8568,4207,4361
244881,50,26,115,Michigan,Monroe County,2016,9,8882,4434,4448
244882,50,26,115,Michigan,Monroe County,2016,10,10223,5070,5153
244883,50,26,115,Michigan,Monroe County,2016,11,11572,5684,5888
244884,50,26,115,Michigan,Monroe County,2016,12,12103,6073,6030
244885,50,26,115,Michigan,Monroe County,2016,13,10767,5354,5413
244886,50,26,115,Michigan,Monroe County,2016,14,8974,4400,4574
244887,50,26,115,Michigan,Monroe County,2016,15,5925,2844,3081
244888,50,26,115,Michigan,Monroe County,2016,16,4296,1908,2388
244889,50,26,115,Michigan,Monroe County,2016,17,2911,1196,1715
244890,50,26,115,Michigan,Monroe County,2016,18,3213,1042,2171
245062,50,26,117,Michigan,Montcalm County,2016,0,62963,32463,30500
245063,50,26,117,Michigan,Montcalm County,2016,1,3681,1842,1839
245064,50,26,117,Michigan,Montcalm County,2016,2,3862,2036,1826
245065,50,26,117,Michigan,Montcalm County,2016,3,4146,2094,2052
245066,50,26,117,Michigan,Montcalm County,2016,4,3969,2129,1840
245067,50,26,117,Michigan,Montcalm County,2016,5,3713,2010,1703
245068,50,26,117,Michigan,Montcalm County,2016,6,3770,2043,1727
245069,50,26,117,Michigan,Montcalm County,2016,7,3795,2044,1751
245070,50,26,117,Michigan,Montcalm County,2016,8,3900,2079,1821
245071,50,26,117,Michigan,Montcalm County,2016,9,3862,2082,1780
245072,50,26,117,Michigan,Montcalm County,2016,10,4240,2269,1971
245073,50,26,117,Michigan,Montcalm County,2016,11,4533,2387,2146
245074,50,26,117,Michigan,Montcalm County,2016,12,4717,2469,2248
245075,50,26,117,Michigan,Montcalm County,2016,13,4230,2090,2140
245076,50,26,117,Michigan,Montcalm County,2016,14,3519,1744,1775
245077,50,26,117,Michigan,Montcalm County,2016,15,2604,1237,1367
245078,50,26,117,Michigan,Montcalm County,2016,16,1923,905,1018
245079,50,26,117,Michigan,Montcalm County,2016,17,1284,559,725
245080,50,26,117,Michigan,Montcalm County,2016,18,1215,444,771
245252,50,26,119,Michigan,Montmorency County,2016,0,9206,4672,4534
245253,50,26,119,Michigan,Montmorency County,2016,1,323,161,162
245254,50,26,119,Michigan,Montmorency County,2016,2,370,191,179
245255,50,26,119,Michigan,Montmorency County,2016,3,415,225,190
245256,50,26,119,Michigan,Montmorency County,2016,4,402,227,175
245257,50,26,119,Michigan,Montmorency County,2016,5,352,178,174
245258,50,26,119,Michigan,Montmorency County,2016,6,329,164,165
245259,50,26,119,Michigan,Montmorency County,2016,7,376,191,185
245260,50,26,119,Michigan,Montmorency County,2016,8,391,187,204
245261,50,26,119,Michigan,Montmorency County,2016,9,366,194,172
245262,50,26,119,Michigan,Montmorency County,2016,10,506,272,234
245263,50,26,119,Michigan,Montmorency County,2016,11,619,299,320
245264,50,26,119,Michigan,Montmorency County,2016,12,859,438,421
245265,50,26,119,Michigan,Montmorency County,2016,13,1081,537,544
245266,50,26,119,Michigan,Montmorency County,2016,14,960,520,440
245267,50,26,119,Michigan,Montmorency County,2016,15,670,329,341
245268,50,26,119,Michigan,Montmorency County,2016,16,532,257,275
245269,50,26,119,Michigan,Montmorency County,2016,17,332,172,160
245270,50,26,119,Michigan,Montmorency County,2016,18,323,130,193
245442,50,26,121,Michigan,Muskegon County,2016,0,173102,86008,87094
245443,50,26,121,Michigan,Muskegon County,2016,1,10689,5441,5248
245444,50,26,121,Michigan,Muskegon County,2016,2,11348,5748,5600
245445,50,26,121,Michigan,Muskegon County,2016,3,11462,5811,5651
245446,50,26,121,Michigan,Muskegon County,2016,4,11218,5715,5503
245447,50,26,121,Michigan,Muskegon County,2016,5,11016,5733,5283
245448,50,26,121,Michigan,Muskegon County,2016,6,11138,5779,5359
245449,50,26,121,Michigan,Muskegon County,2016,7,10834,5546,5288
245450,50,26,121,Michigan,Muskegon County,2016,8,10656,5416,5240
245451,50,26,121,Michigan,Muskegon County,2016,9,9929,5135,4794
245452,50,26,121,Michigan,Muskegon County,2016,10,10732,5489,5243
245453,50,26,121,Michigan,Muskegon County,2016,11,11875,5984,5891
245454,50,26,121,Michigan,Muskegon County,2016,12,12904,6312,6592
245455,50,26,121,Michigan,Muskegon County,2016,13,11800,5708,6092
245456,50,26,121,Michigan,Muskegon County,2016,14,9590,4577,5013
245457,50,26,121,Michigan,Muskegon County,2016,15,6559,3082,3477
245458,50,26,121,Michigan,Muskegon County,2016,16,4514,1988,2526
245459,50,26,121,Michigan,Muskegon County,2016,17,3254,1316,1938
245460,50,26,121,Michigan,Muskegon County,2016,18,3584,1228,2356
245632,50,26,123,Michigan,Newaygo County,2016,0,47788,23982,23806
245633,50,26,123,Michigan,Newaygo County,2016,1,2781,1395,1386
245634,50,26,123,Michigan,Newaygo County,2016,2,2856,1486,1370
245635,50,26,123,Michigan,Newaygo County,2016,3,3233,1643,1590
245636,50,26,123,Michigan,Newaygo County,2016,4,3010,1574,1436
245637,50,26,123,Michigan,Newaygo County,2016,5,2587,1381,1206
245638,50,26,123,Michigan,Newaygo County,2016,6,2786,1408,1378
245639,50,26,123,Michigan,Newaygo County,2016,7,2567,1278,1289
245640,50,26,123,Michigan,Newaygo County,2016,8,2585,1304,1281
245641,50,26,123,Michigan,Newaygo County,2016,9,2467,1248,1219
245642,50,26,123,Michigan,Newaygo County,2016,10,3031,1470,1561
245643,50,26,123,Michigan,Newaygo County,2016,11,3661,1855,1806
245644,50,26,123,Michigan,Newaygo County,2016,12,3866,1943,1923
245645,50,26,123,Michigan,Newaygo County,2016,13,3526,1744,1782
245646,50,26,123,Michigan,Newaygo County,2016,14,3076,1571,1505
245647,50,26,123,Michigan,Newaygo County,2016,15,2135,1069,1066
245648,50,26,123,Michigan,Newaygo County,2016,16,1620,780,840
245649,50,26,123,Michigan,Newaygo County,2016,17,1014,484,530
245650,50,26,123,Michigan,Newaygo County,2016,18,987,349,638
245822,50,26,125,Michigan,Oakland County,2016,0,1245762,608198,637564
245823,50,26,125,Michigan,Oakland County,2016,1,68132,34903,33229
245824,50,26,125,Michigan,Oakland County,2016,2,71236,36264,34972
245825,50,26,125,Michigan,Oakland County,2016,3,77937,39954,37983
245826,50,26,125,Michigan,Oakland County,2016,4,78632,40378,38254
245827,50,26,125,Michigan,Oakland County,2016,5,75204,38738,36466
245828,50,26,125,Michigan,Oakland County,2016,6,80055,41016,39039
245829,50,26,125,Michigan,Oakland County,2016,7,78387,39309,39078
245830,50,26,125,Michigan,Oakland County,2016,8,76700,37869,38831
245831,50,26,125,Michigan,Oakland County,2016,9,78519,38277,40242
245832,50,26,125,Michigan,Oakland County,2016,10,89721,43687,46034
245833,50,26,125,Michigan,Oakland County,2016,11,94089,45660,48429
245834,50,26,125,Michigan,Oakland County,2016,12,95408,45904,49504
245835,50,26,125,Michigan,Oakland County,2016,13,83167,39611,43556
245836,50,26,125,Michigan,Oakland County,2016,14,69686,32412,37274
245837,50,26,125,Michigan,Oakland County,2016,15,48035,22146,25889
245838,50,26,125,Michigan,Oakland County,2016,16,31428,13949,17479
245839,50,26,125,Michigan,Oakland County,2016,17,22189,8906,13283
245840,50,26,125,Michigan,Oakland County,2016,18,27237,9215,18022
246012,50,26,127,Michigan,Oceana County,2016,0,26281,13261,13020
246013,50,26,127,Michigan,Oceana County,2016,1,1500,740,760
246014,50,26,127,Michigan,Oceana County,2016,2,1752,889,863
246015,50,26,127,Michigan,Oceana County,2016,3,1777,940,837
246016,50,26,127,Michigan,Oceana County,2016,4,1701,872,829
246017,50,26,127,Michigan,Oceana County,2016,5,1466,779,687
246018,50,26,127,Michigan,Oceana County,2016,6,1369,722,647
246019,50,26,127,Michigan,Oceana County,2016,7,1339,688,651
246020,50,26,127,Michigan,Oceana County,2016,8,1414,688,726
246021,50,26,127,Michigan,Oceana County,2016,9,1297,675,622
246022,50,26,127,Michigan,Oceana County,2016,10,1559,794,765
246023,50,26,127,Michigan,Oceana County,2016,11,1883,968,915
246024,50,26,127,Michigan,Oceana County,2016,12,2050,1045,1005
246025,50,26,127,Michigan,Oceana County,2016,13,1898,923,975
246026,50,26,127,Michigan,Oceana County,2016,14,1838,915,923
246027,50,26,127,Michigan,Oceana County,2016,15,1300,629,671
246028,50,26,127,Michigan,Oceana County,2016,16,975,495,480
246029,50,26,127,Michigan,Oceana County,2016,17,608,284,324
246030,50,26,127,Michigan,Oceana County,2016,18,555,215,340
246202,50,26,129,Michigan,Ogemaw County,2016,0,20902,10390,10512
246203,50,26,129,Michigan,Ogemaw County,2016,1,975,508,467
246204,50,26,129,Michigan,Ogemaw County,2016,2,1016,508,508
246205,50,26,129,Michigan,Ogemaw County,2016,3,1139,575,564
246206,50,26,129,Michigan,Ogemaw County,2016,4,1114,568,546
246207,50,26,129,Michigan,Ogemaw County,2016,5,1011,518,493
246208,50,26,129,Michigan,Ogemaw County,2016,6,985,482,503
246209,50,26,129,Michigan,Ogemaw County,2016,7,993,515,478
246210,50,26,129,Michigan,Ogemaw County,2016,8,1013,510,503
246211,50,26,129,Michigan,Ogemaw County,2016,9,1015,515,500
246212,50,26,129,Michigan,Ogemaw County,2016,10,1132,538,594
246213,50,26,129,Michigan,Ogemaw County,2016,11,1508,749,759
246214,50,26,129,Michigan,Ogemaw County,2016,12,1831,903,928
246215,50,26,129,Michigan,Ogemaw County,2016,13,1949,978,971
246216,50,26,129,Michigan,Ogemaw County,2016,14,1655,813,842
246217,50,26,129,Michigan,Ogemaw County,2016,15,1354,678,676
246218,50,26,129,Michigan,Ogemaw County,2016,16,1023,514,509
246219,50,26,129,Michigan,Ogemaw County,2016,17,612,302,310
246220,50,26,129,Michigan,Ogemaw County,2016,18,577,216,361
246392,50,26,131,Michigan,Ontonagon County,2016,0,5931,3023,2908
246393,50,26,131,Michigan,Ontonagon County,2016,1,137,72,65
246394,50,26,131,Michigan,Ontonagon County,2016,2,189,108,81
246395,50,26,131,Michigan,Ontonagon County,2016,3,236,108,128
246396,50,26,131,Michigan,Ontonagon County,2016,4,265,141,124
246397,50,26,131,Michigan,Ontonagon County,2016,5,179,90,89
246398,50,26,131,Michigan,Ontonagon County,2016,6,150,82,68
246399,50,26,131,Michigan,Ontonagon County,2016,7,167,85,82
246400,50,26,131,Michigan,Ontonagon County,2016,8,204,106,98
246401,50,26,131,Michigan,Ontonagon County,2016,9,260,123,137
246402,50,26,131,Michigan,Ontonagon County,2016,10,327,163,164
246403,50,26,131,Michigan,Ontonagon County,2016,11,497,247,250
246404,50,26,131,Michigan,Ontonagon County,2016,12,608,309,299
246405,50,26,131,Michigan,Ontonagon County,2016,13,655,329,326
246406,50,26,131,Michigan,Ontonagon County,2016,14,665,378,287
246407,50,26,131,Michigan,Ontonagon County,2016,15,518,263,255
246408,50,26,131,Michigan,Ontonagon County,2016,16,413,218,195
246409,50,26,131,Michigan,Ontonagon County,2016,17,264,126,138
246410,50,26,131,Michigan,Ontonagon County,2016,18,197,75,122
246582,50,26,133,Michigan,Osceola County,2016,0,23171,11712,11459
246583,50,26,133,Michigan,Osceola County,2016,1,1349,700,649
246584,50,26,133,Michigan,Osceola County,2016,2,1376,708,668
246585,50,26,133,Michigan,Osceola County,2016,3,1574,852,722
246586,50,26,133,Michigan,Osceola County,2016,4,1498,789,709
246587,50,26,133,Michigan,Osceola County,2016,5,1211,631,580
246588,50,26,133,Michigan,Osceola County,2016,6,1275,673,602
246589,50,26,133,Michigan,Osceola County,2016,7,1192,597,595
246590,50,26,133,Michigan,Osceola County,2016,8,1259,624,635
246591,50,26,133,Michigan,Osceola County,2016,9,1224,613,611
246592,50,26,133,Michigan,Osceola County,2016,10,1397,739,658
246593,50,26,133,Michigan,Osceola County,2016,11,1634,843,791
246594,50,26,133,Michigan,Osceola County,2016,12,1795,898,897
246595,50,26,133,Michigan,Osceola County,2016,13,1696,816,880
246596,50,26,133,Michigan,Osceola County,2016,14,1563,777,786
246597,50,26,133,Michigan,Osceola County,2016,15,1159,582,577
246598,50,26,133,Michigan,Osceola County,2016,16,866,414,452
246599,50,26,133,Michigan,Osceola County,2016,17,625,288,337
246600,50,26,133,Michigan,Osceola County,2016,18,478,168,310
246772,50,26,135,Michigan,Oscoda County,2016,0,8262,4207,4055
246773,50,26,135,Michigan,Oscoda County,2016,1,438,219,219
246774,50,26,135,Michigan,Oscoda County,2016,2,422,236,186
246775,50,26,135,Michigan,Oscoda County,2016,3,435,246,189
246776,50,26,135,Michigan,Oscoda County,2016,4,413,225,188
246777,50,26,135,Michigan,Oscoda County,2016,5,412,201,211
246778,50,26,135,Michigan,Oscoda County,2016,6,358,168,190
246779,50,26,135,Michigan,Oscoda County,2016,7,348,189,159
246780,50,26,135,Michigan,Oscoda County,2016,8,304,150,154
246781,50,26,135,Michigan,Oscoda County,2016,9,372,187,185
246782,50,26,135,Michigan,Oscoda County,2016,10,399,206,193
246783,50,26,135,Michigan,Oscoda County,2016,11,550,276,274
246784,50,26,135,Michigan,Oscoda County,2016,12,826,413,413
246785,50,26,135,Michigan,Oscoda County,2016,13,778,396,382
246786,50,26,135,Michigan,Oscoda County,2016,14,739,389,350
246787,50,26,135,Michigan,Oscoda County,2016,15,564,282,282
246788,50,26,135,Michigan,Oscoda County,2016,16,412,207,205
246789,50,26,135,Michigan,Oscoda County,2016,17,283,147,136
246790,50,26,135,Michigan,Oscoda County,2016,18,209,70,139
246962,50,26,137,Michigan,Otsego County,2016,0,24385,12099,12286
246963,50,26,137,Michigan,Otsego County,2016,1,1357,723,634
246964,50,26,137,Michigan,Otsego County,2016,2,1419,712,707
246965,50,26,137,Michigan,Otsego County,2016,3,1494,724,770
246966,50,26,137,Michigan,Otsego County,2016,4,1522,784,738
246967,50,26,137,Michigan,Otsego County,2016,5,1406,712,694
246968,50,26,137,Michigan,Otsego County,2016,6,1376,695,681
246969,50,26,137,Michigan,Otsego County,2016,7,1249,646,603
246970,50,26,137,Michigan,Otsego County,2016,8,1277,605,672
246971,50,26,137,Michigan,Otsego County,2016,9,1285,623,662
246972,50,26,137,Michigan,Otsego County,2016,10,1574,784,790
246973,50,26,137,Michigan,Otsego County,2016,11,1801,908,893
246974,50,26,137,Michigan,Otsego County,2016,12,1966,1001,965
246975,50,26,137,Michigan,Otsego County,2016,13,1771,865,906
246976,50,26,137,Michigan,Otsego County,2016,14,1691,870,821
246977,50,26,137,Michigan,Otsego County,2016,15,1188,549,639
246978,50,26,137,Michigan,Otsego County,2016,16,872,408,464
246979,50,26,137,Michigan,Otsego County,2016,17,592,280,312
246980,50,26,137,Michigan,Otsego County,2016,18,545,210,335
247152,50,26,139,Michigan,Ottawa County,2016,0,283242,139724,143518
247153,50,26,139,Michigan,Ottawa County,2016,1,18116,9319,8797
247154,50,26,139,Michigan,Ottawa County,2016,2,19385,9981,9404
247155,50,26,139,Michigan,Ottawa County,2016,3,19630,9987,9643
247156,50,26,139,Michigan,Ottawa County,2016,4,24144,11696,12448
247157,50,26,139,Michigan,Ottawa County,2016,5,26555,13315,13240
247158,50,26,139,Michigan,Ottawa County,2016,6,16687,8306,8381
247159,50,26,139,Michigan,Ottawa County,2016,7,16959,8529,8430
247160,50,26,139,Michigan,Ottawa County,2016,8,17062,8541,8521
247161,50,26,139,Michigan,Ottawa County,2016,9,15788,7900,7888
247162,50,26,139,Michigan,Ottawa County,2016,10,16881,8424,8457
247163,50,26,139,Michigan,Ottawa County,2016,11,18144,9001,9143
247164,50,26,139,Michigan,Ottawa County,2016,12,17829,8809,9020
247165,50,26,139,Michigan,Ottawa County,2016,13,16044,7845,8199
247166,50,26,139,Michigan,Ottawa County,2016,14,13595,6550,7045
247167,50,26,139,Michigan,Ottawa County,2016,15,9449,4444,5005
247168,50,26,139,Michigan,Ottawa County,2016,16,6814,3094,3720
247169,50,26,139,Michigan,Ottawa County,2016,17,4761,2047,2714
247170,50,26,139,Michigan,Ottawa County,2016,18,5399,1936,3463
247342,50,26,141,Michigan,Presque Isle County,2016,0,12725,6342,6383
247343,50,26,141,Michigan,Presque Isle County,2016,1,501,228,273
247344,50,26,141,Michigan,Presque Isle County,2016,2,519,265,254
