GEO.id,GEO.id2,GEO.display-label,HC02_EST_VC14,HC02_EST_VC15,HC02_EST_VC18
Id,Id2,Geography,Percent; Estimate; Population 25 years and over - Bachelor's degree,Percent; Estimate; Population 25 years and over - Graduate or professional degree,Percent; Estimate; Percent bachelor's degree or higher
0500000US39085,39085,"Lake County, Ohio",16.6,10,26.6
0500000US39089,39089,"Licking County, Ohio",17.8,8.1,26
0500000US39093,39093,"Lorain County, Ohio",15.5,8,23.6
0500000US39095,39095,"Lucas County, Ohio",16.4,10.1,26.5
0500000US39099,39099,"Mahoning County, Ohio",15.2,7.4,22.7
0500000US39101,39101,"Marion County, Ohio",9.3,6.9,16.2
0500000US39103,39103,"Medina County, Ohio",21.1,11.1,32.2
0500000US39109,39109,"Miami County, Ohio",14.9,8.9,23.8
0500000US39113,39113,"Montgomery County, Ohio",16.5,11.4,27.9
0500000US39119,39119,"Muskingum County, Ohio",10.2,5.8,16
0500000US39133,39133,"Portage County, Ohio",18.4,11.7,30.1
0500000US39139,39139,"Richland County, Ohio",13.7,5.1,18.8
0500000US39141,39141,"Ross County, Ohio",10.2,6.4,16.6
0500000US39145,39145,"Scioto County, Ohio",8.3,8.4,16.7
0500000US39151,39151,"Stark County, Ohio",14.2,7.9,22.1
0500000US39153,39153,"Summit County, Ohio",21,11.8,32.8
0500000US39155,39155,"Trumbull County, Ohio",12.4,6.2,18.7
0500000US39157,39157,"Tuscarawas County, Ohio",8.7,5.1,13.8
0500000US39165,39165,"Warren County, Ohio",26.2,16.3,42.4
0500000US39169,39169,"Wayne County, Ohio",14,8.3,22.3
0500000US39173,39173,"Wood County, Ohio",19.3,13.2,32.5
0500000US40017,40017,"Canadian County, Oklahoma",20,7.3,27.2
0500000US40027,40027,"Cleveland County, Oklahoma",21.6,12,33.6
0500000US40031,40031,"Comanche County, Oklahoma",13.9,10.3,24.2
0500000US40037,40037,"Creek County, Oklahoma",11,5.4,16.4
0500000US40101,40101,"Muskogee County, Oklahoma",11.6,6,17.5
0500000US40109,40109,"Oklahoma County, Oklahoma",20.9,11.8,32.7
0500000US40119,40119,"Payne County, Oklahoma",22.4,14.3,36.6
0500000US40125,40125,"Pottawatomie County, Oklahoma",10.3,7.5,17.8
0500000US40131,40131,"Rogers County, Oklahoma",17,8.7,25.7
0500000US40143,40143,"Tulsa County, Oklahoma",21.3,10.4,31.7
0500000US40145,40145,"Wagoner County, Oklahoma",16.6,7.9,24.5
0500000US41003,41003,"Benton County, Oregon",28.8,25,53.8
0500000US41005,41005,"Clackamas County, Oregon",24.1,14.3,38.4
0500000US41017,41017,"Deschutes County, Oregon",22.1,11.6,33.7
0500000US41019,41019,"Douglas County, Oregon",10.9,6.4,17.3
0500000US41029,41029,"Jackson County, Oregon",18.1,10.3,28.4
0500000US41033,41033,"Josephine County, Oregon",11.6,7.3,18.9
0500000US41035,41035,"Klamath County, Oregon",13,6.4,19.4
0500000US41039,41039,"Lane County, Oregon",18.2,12.8,31.1
0500000US41043,41043,"Linn County, Oregon",12.9,4.5,17.3
0500000US41047,41047,"Marion County, Oregon",15.8,7.2,23
0500000US41051,41051,"Multnomah County, Oregon",27.3,18.1,45.4
0500000US41053,41053,"Polk County, Oregon",17.9,13,30.8
0500000US41059,41059,"Umatilla County, Oregon",9.8,7.4,17.2
0500000US41067,41067,"Washington County, Oregon",29.3,16.5,45.8
0500000US41071,41071,"Yamhill County, Oregon",17,10.5,27.5
0500000US42001,42001,"Adams County, Pennsylvania",13.8,9.1,22.9
0500000US42003,42003,"Allegheny County, Pennsylvania",23.8,17.6,41.4
0500000US42005,42005,"Armstrong County, Pennsylvania",10.6,4.7,15.3
0500000US42007,42007,"Beaver County, Pennsylvania",15.7,8,23.8
0500000US42011,42011,"Berks County, Pennsylvania",15.6,8.3,23.8
0500000US42013,42013,"Blair County, Pennsylvania",14.8,6.1,21
0500000US42017,42017,"Bucks County, Pennsylvania",24.2,17.2,41.4
0500000US42019,42019,"Butler County, Pennsylvania",23.8,12.4,36.3
0500000US42021,42021,"Cambria County, Pennsylvania",13.7,7.5,21.3
0500000US42025,42025,"Carbon County, Pennsylvania",9.9,4.6,14.5
0500000US42027,42027,"Centre County, Pennsylvania",24.4,21.1,45.5
